,Proj. Type,Organization Name,Project Name,City,SPA,CD,SD,Geo Code,HMIS Participating,Inventory Type,Bed Type,Target Pop.,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding?,Housing Type,McKinney- Vento: Yhdp,Overflow Beds,PIT Count,Total Beds,Utilization Rate,funding_sources
293,Permonent Supportive Housing,Homeless Health Care Los Angeles,HHCLA Mariposa Lily DMH (D7),Los Angeles,4,1,2,62118,Yes,Current,,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,20,20,100.0,['Additional Federal Funding: Other']
294,Permonent Supportive Housing,Homeless Health Care Los Angeles,Housing for Health,Los Angeles,4,13,1,62118,Yes,Current,,,6,3,277,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,309,283,109.187,[]
295,Permonent Supportive Housing,Homeless Health Care Los Angeles,PBV Aria Apartments,Los Angeles,4,1,1,62118,No,Current,,,0,0,56,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,46,56,82.143,['Additional Federal Funding: Other']
296,Permonent Supportive Housing,Homes for Life Foundation,CA0345 Birch Grove Homes - Supportive Services,Norwalk,7,0,4,62490,Yes,Current,,,0,0,34,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,31,34,91.176,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
297,Permonent Supportive Housing,Homes for Life Foundation,CA0364 Denker House - Supportive Services,Culver City,5,5,3,69037,Yes,Current,,,0,0,22,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,19,22,86.364,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
298,Permonent Supportive Housing,Homes for Life Foundation,CA1048 Vanowen Apartments - Consolidated,Van Nuys,2,6,3,62118,Yes,Current,,,0,0,59,0,0,0,0,0,0,59,0,No,Yes,Site-based - single site,No,0,58,59,98.305,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
299,Permonent Supportive Housing,Homes for Life Foundation,CA1218 HACoLA Shelter Plus Care,Los Angeles,8,0,2,69037,Yes,Current,,,0,0,6,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,6,6,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
300,Emergency Shelter,Hope of the Valley Rescue Mission,A Bridge Home Raymer CD2,North Hollywood,2,2,3,62118,Yes,Current,Facility-based beds,,0,0,85,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,66,85,77.647,['Additional Federal Funding: Other']
301,Emergency Shelter,Hope of the Valley Rescue Mission,A Bridge Home Van Nuys CD2,Van Nuys,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,100,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,79,100,79.0,['Additional Federal Funding: Other']
302,Emergency Shelter,Hope of the Valley Rescue Mission,B7 Bridge Housing Program SPA 2,Pacoima,2,7,3,62118,Yes,Current,Facility-based beds,,0,0,28,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,24,28,85.714,['Additional Federal Funding: Other']
303,Emergency Shelter,Hope of the Valley Rescue Mission,Bridge Housing City Roadmap Trebek Center CD 12,Sun Valley,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,107,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,77,107,71.963,['Additional Federal Funding: Other']
304,Emergency Shelter,Hope of the Valley Rescue Mission,FSC PHK 2.0 Alvarado Hotel SPA 4,Los Angeles,4,1,1,62118,Yes,Current,Facility-based beds,,160,42,2,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,122,162,75.309,['Additional Federal Funding: Other']
306,Emergency Shelter,Hope of the Valley Rescue Mission,FSC PHK 2.0 The Woodlands SPA 2,Woodland Hills,2,3,3,62118,Yes,Current,Facility-based beds,,300,78,2,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,258,302,85.43,['Additional Federal Funding: Other']
307,Emergency Shelter,Hope of the Valley Rescue Mission,Inside Safe Hotel/Motel Voucher Program,Sun Valley,2,6,3,62118,No,Current,Facility-based beds,,0,0,235,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,235,235,100.0,['Additional Federal Funding: Other']
308,Emergency Shelter,Hope of the Valley Rescue Mission,Tiny Home Village Alexandria Park,North Hollywood,2,2,3,62118,Yes,Current,Facility-based beds,,0,0,195,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,109,195,55.897,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Esg-CV']"
309,Emergency Shelter,Hope of the Valley Rescue Mission,Tiny Home Village Arroyo Seco,Los Angeles,4,1,1,62118,Yes,Current,Facility-based beds,,0,0,116,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,116,116,100.0,['Additional Federal Funding: Other']
310,Emergency Shelter,Hope of the Valley Rescue Mission,Tiny Home Village Chandler,North Hollywood,2,2,5,62118,Yes,Current,Facility-based beds,,0,0,70,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,50,70,71.429,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Esg-CV']"
311,Emergency Shelter,Hope of the Valley Rescue Mission,Tiny Home Village Topham,Tarzana,2,3,3,62118,Yes,Current,Facility-based beds,,0,0,76,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,75,76,98.684,['Additional Federal Funding: Other']
312,Emergency Shelter,Hope of the Valley Rescue Mission,Tiny Home Village Vanowen,Reseda,2,3,3,62118,Yes,Current,Facility-based beds,,0,0,51,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,28,51,54.902,['Additional Federal Funding: Other']
313,Emergency Shelter,Hope of the Valley Rescue Mission,Tiny Home Village Whitsett West,North Hollywood,2,2,3,62118,Yes,Current,Facility-based beds,,0,0,145,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,110,145,75.862,['Additional Federal Funding: Other']
314,Rapid Re-housing,Hope of the Valley Rescue Mission,TLS Adult SPA 2,Van Nuys,2,6,3,62118,Yes,Current,,,0,0,85,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,86,85,101.176,['Additional Federal Funding: Other']
315,Permonent Supportive Housing,Hope Through Housing Foundation,Pomona Veterans Park,Pomona,3,0,1,62850,Yes,Current,,,0,0,30,0,0,0,0,30,0,0,0,No,Yes,Site-based - single site,No,0,33,30,110.0,"['Additional Federal Funding: HUD-VASH', 'Additional Federal Funding: Other']"
316,Emergency Shelter,Horizon Recuperative Care,Vermont Recuperative Care,Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,0,0,30,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,29,30,96.667,[]
317,Emergency Shelter,"House Of Hope Foundation, Inc",Recovery Bridge Housing SAPC,San Pedro,8,15,4,62118,No,Current,Facility-based beds,,0,0,6,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,5,6,83.333,['Additional Federal Funding: Other']
318,Emergency Shelter,"House Of Hope Foundation, Inc",SAPC Interim Housing 9th St,San Pedro,8,15,4,62118,No,Current,Facility-based beds,,0,0,3,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,3,3,100.0,['Additional Federal Funding: Other']
319,Emergency Shelter,"House Of Hope Foundation, Inc",SAPC Interim Housing Palos Verdes,San Pedro,8,15,4,62118,No,Current,Facility-based beds,,0,0,16,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,12,16,75.0,['Additional Federal Funding: Other']
327,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS Downtown Womens Center Bonus,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,33,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,33,33,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
328,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS Homeless Healthcare LA Bonus,Los Angeles,4,13,1,62118,Yes,Current,,,0,0,31,0,0,0,0,0,0,31,0,No,No,Tenant-based - scattered site,No,0,32,31,103.226,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
329,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS LA Family Housing Bonus,North Hollywood,2,6,3,62118,Yes,Current,,,0,0,23,0,0,0,0,0,0,23,0,No,No,Tenant-based - scattered site,No,0,15,23,65.217,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
330,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS LAMP Bonus,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,25,0,0,0,0,0,0,25,0,No,No,Site-based - single site,No,0,25,25,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
331,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS Mental Health America Bonus,Long Beach,8,0,4,62088,Yes,Current,,,0,0,35,0,0,0,0,0,0,35,0,No,No,Tenant-based - scattered site,No,0,26,35,74.286,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
332,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS OPCC Bonus,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,42,0,0,0,0,0,0,42,0,No,No,Tenant-based - scattered site,No,0,32,42,76.19,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
333,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS PATH Bonus,Los Angeles,4,13,1,62118,Yes,Current,,,0,0,5,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,5,5,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
334,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS SSG HOPICS Bonus,Los Angeles,6,9,2,62118,Yes,Current,,,10,3,10,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,20,20,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
335,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS St Joseph Bonus,Venice,5,11,3,62118,Yes,Current,,,0,0,34,0,0,0,0,0,0,34,0,No,No,Tenant-based - scattered site,No,0,28,34,82.353,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
336,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS Step Up on Second Bonus,Santa Monica,5,0,3,63384,Yes,Current,,,0,0,37,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,27,37,72.973,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
337,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS The Center In Hollywood Bonus,Los Angeles,4,1,1,62118,Yes,Current,,,0,0,45,0,0,0,0,0,0,45,0,No,No,Tenant-based - scattered site,No,0,36,45,80.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
338,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DHS WLCAC Bonus,Los Angeles,6,15,2,62118,Yes,Current,,,0,0,10,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,7,10,70.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
339,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH Downtown Womens Center Bonus,Los Angeles,4,14,1,62118,Yes,Current,,,10,2,35,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,40,45,88.889,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
340,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH Exodus Recovery Bonus,Culver City,5,5,3,69037,Yes,Current,,,2,1,12,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,21,14,150.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
341,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH Heritage Clinic Bonus,Los Angeles,4,1,1,62118,Yes,Current,,,0,0,1,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,1,1,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
342,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH Homeless Healthcare LA Bonus,Los Angeles,4,13,1,62118,Yes,Current,,,4,1,27,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,32,31,103.226,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
343,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH Housing Works Bonus,Los Angeles,4,13,3,62118,Yes,Current,,,0,0,2,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,2,2,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
344,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH LA Family Housing Bonus,North Hollywood,2,6,3,62118,Yes,Current,,,3,1,22,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,21,25,84.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
345,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH LAMP Bonus,Los Angeles,4,14,1,62118,Yes,Current,,,6,2,18,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,24,24,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
346,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH Mental Health America Bonus,Long Beach,8,0,4,62088,Yes,Current,,,2,1,14,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,13,16,81.25,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
347,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH OPCC Bonus,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,22,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,20,22,90.909,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
348,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH Sanctuary of Hope Bonus,Hawthorne,8,0,2,61596,Yes,Current,,,0,0,1,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,1,1,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
349,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH SCHARP Bonus,Lynwood,6,0,4,62148,Yes,Current,,,0,0,19,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,16,19,84.211,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
350,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH SSG HOPICS Bonus,Los Angeles,6,9,2,62118,Yes,Current,,,18,7,30,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,37,48,77.083,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
351,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH St Joseph Bonus,Venice,5,11,3,62118,Yes,Current,,,0,0,22,7,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,24,29,82.759,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
352,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH Step Up on Second Bonus,Santa Monica,5,0,3,63384,Yes,Current,,,22,7,46,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,75,68,110.294,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
353,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH The Center In Hollywood Bonus,Los Angeles,4,1,1,62118,Yes,Current,,,0,0,15,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,11,15,73.333,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
354,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH The Good Seed Bonus,Los Angeles,6,10,2,62118,Yes,Current,,,4,1,10,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,14,14,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
355,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),DMH Union Station Bonus,Pasadena,3,0,5,62724,Yes,Current,,,0,0,1,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,1,1,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
358,Permonent Supportive Housing,Housing Authority of the City of Los Angeles (HACLA),PBV Casa de Rosas Campus,Los Angeles,6,9,2,62118,No,Current,,,2,1,35,0,0,0,0,35,0,0,0,No,Yes,Site-based - single site,No,0,33,37,89.189,['Additional Federal Funding: Other']
366,Permonent Supportive Housing,Housing Works,CA0860 City of West Hollywood,West Hollywood,4,0,3,69037,Yes,Current,,,0,0,20,0,0,0,0,0,0,20,0,No,No,Site-based - single site,No,0,18,20,90.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
367,Permonent Supportive Housing,Housing Works,CA0994 Housing Works Home First,Los Angeles,4,13,3,62118,Yes,Current,,,0,0,59,0,0,0,0,0,0,59,0,No,Yes,Tenant-based - scattered site,No,0,52,59,88.136,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
368,Permonent Supportive Housing,Housing Works,HW Gramercy Sr. (H4HC),Los Angeles,4,10,2,62118,Yes,Current,,,0,0,9,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,9,9,100.0,['Additional Federal Funding: Other']
369,Permonent Supportive Housing,Housing Works,HW Gramercy Sr. DMH (H4HC),Los Angeles,4,10,2,62118,Yes,Current,,,0,0,9,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,9,9,100.0,['Additional Federal Funding: Other']
370,Permonent Supportive Housing,Housing Works,HW Palm Vista DMH (D7),Winnetka,2,3,3,62118,Yes,Current,,,0,0,28,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,28,28,100.0,['Additional Federal Funding: Other']
371,Permonent Supportive Housing,Housing Works,VASH/PBV Florence Mills Apartments,Los Angeles,6,9,2,62118,No,Current,,,19,6,13,0,0,0,0,13,0,0,0,No,Yes,Site-based - single site,No,0,32,32,100.0,['Additional Federal Funding: HUD-VASH']
372,Rapid Re-housing,Illumination Foundation,CDC Bringing Families Home SPA 7,Santa Fe Springs,7,0,4,69037,Yes,Current,,,73,22,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,73,73,100.0,['Additional Federal Funding: Other']
373,Permonent Supportive Housing,Illumination Foundation,County Challenge LifeArk Housing Innovation,El Monte,3,0,1,61152,No,Current,,,0,0,18,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,17,18,94.444,['Additional Federal Funding: Other']
374,Emergency Shelter,Illumination Foundation,DHS Interim Housing  Whittier,Whittier,7,0,4,64074,No,Current,Facility-based beds,,0,0,85,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,71,85,83.529,['Additional Federal Funding: Other']
375,Emergency Shelter,Illumination Foundation,DHS Interim Housing Sylmar,Sylmar,2,0,5,62118,No,Current,Facility-based beds,,0,0,48,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,35,48,72.917,['Additional Federal Funding: Other']
376,Rapid Re-housing,Illumination Foundation,TLS Adult SPA 4,Los Angeles,4,1,1,62118,Yes,Current,,,0,0,33,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,33,33,100.0,['Additional Federal Funding: Other']
377,Rapid Re-housing,Integrated Recovery Network,RRH HJC SPA 4,Los Angeles,4,1,1,62118,Yes,Current,,,0,0,14,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,14,14,100.0,['Additional Federal Funding: Other']
378,Permonent Supportive Housing,IRW Management/ Insight Development LLC,SHMHP Arbor Court I,Woodland Hills,2,3,3,62118,No,Current,,,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,0,0,,['Additional Federal Funding: Other']
379,Permonent Supportive Housing,IRW Management/ Insight Development LLC,SHMHP Arbor Fields,Lancaster,1,0,5,61914,No,Current,,,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,0,0,,['Additional Federal Funding: Other']
380,Emergency Shelter,"Jovenes, Inc.",Bridge Housing Cerritos,Norwalk,7,0,4,62490,Yes,Current,Facility-based beds,,0,0,16,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,14,16,87.5,['Additional Federal Funding: Other']
381,Emergency Shelter,"Jovenes, Inc.",Bridge Housing CPP,Pomona,3,0,1,62850,Yes,Current,Facility-based beds,,0,0,14,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,8,14,57.143,['Additional Federal Funding: Other']
382,Emergency Shelter,"Jovenes, Inc.",Bridge Housing CSUN,Northridge,2,12,3,62118,Yes,Current,Facility-based beds,,0,0,7,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,11,7,157.143,['Additional Federal Funding: Other']
383,Emergency Shelter,"Jovenes, Inc.",Bridge Housing LACCD,Los Angeles,4,13,1,62118,Yes,Current,Facility-based beds,,0,0,18,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,18,18,100.0,['Additional Federal Funding: Other']
384,Emergency Shelter,"Jovenes, Inc.",Bridge Housing LASC,Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,0,0,11,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,5,11,45.455,['Additional Federal Funding: Other']
385,Emergency Shelter,"Jovenes, Inc.",Bridge Housing Mt. SAC,West Covina,3,0,1,64002,Yes,Current,Facility-based beds,,0,0,7,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,9,7,128.571,['Additional Federal Funding: Other']
386,Rapid Re-housing,"Jovenes, Inc.",Cerritos Rapid Re-Housing,Norwalk,7,0,4,62490,Yes,Current,,,0,0,8,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,8,8,100.0,['Additional Federal Funding: Other']
387,Emergency Shelter,"Jovenes, Inc.",CES Bridge Housing Cerritos College Success Initiative,Norwalk,7,0,4,62490,Yes,Current,Facility-based beds,,0,0,12,0,0,0,0,0,12,0,0,No,Yes,Site-based - single site,No,0,6,12,50.0,['Additional Federal Funding: Other']
388,Emergency Shelter,"Jovenes, Inc.",CES Bridge Housing Program La Posada Youth,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,4,0,0,0,0,0,4,0,0,No,Yes,Site-based - single site,No,0,4,4,100.0,['Additional Federal Funding: Other']
389,Emergency Shelter,"Jovenes, Inc.",CES Crisis Housing Program La Posada Youth,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,8,0,0,0,0,0,8,0,0,No,Yes,Site-based - single site,No,0,3,8,37.5,['Additional Federal Funding: Other']
390,Tranisitional Housing,"Jovenes, Inc.",CES Transitional Housing Youth SPA 4 (New),Los Angeles,4,14,1,62118,Yes,Current,,,0,0,25,0,0,0,0,0,25,0,0,No,Yes,Tenant-based - scattered site,No,0,16,25,64.0,['Additional Federal Funding: Other']
391,Tranisitional Housing,"Jovenes, Inc.",CES Transitional Housing Youth SPA 7 (New),Bellflower,7,0,4,60288,Yes,Current,,,0,0,23,0,0,0,0,0,23,0,0,No,Yes,Site-based - single site,No,0,21,23,91.304,['Additional Federal Funding: Other']
392,Rapid Re-housing,"Jovenes, Inc.",CPP Rapid Re-Housing,Pomona,3,0,1,62850,Yes,Current,,,0,0,6,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,6,6,100.0,['Additional Federal Funding: Other']
393,Rapid Re-housing,"Jovenes, Inc.",CSULB Rapid Re-Housing,Long Beach,8,0,4,62088,Yes,Current,,,0,0,1,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,1,1,100.0,['Additional Federal Funding: Other']
394,Rapid Re-housing,"Jovenes, Inc.",CSUN Rapid Re-Housing,Northridge,2,12,3,62118,Yes,Current,,,0,0,2,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,2,2,100.0,['Additional Federal Funding: Other']
395,Tranisitional Housing,"Jovenes, Inc.",Host Homes Transitional Housing,Norwalk,7,0,4,62490,Yes,Current,,,0,0,15,0,0,0,0,0,15,0,0,No,Yes,Tenant-based - scattered site,No,0,5,15,33.333,['Additional Federal Funding: Other']
396,Permonent Supportive Housing,"Jovenes, Inc.",Jovenes The Nook Apartments DMH TAY (D7),Whittier,7,0,4,64074,Yes,Current,,,0,0,26,0,0,0,0,0,26,0,0,No,Yes,Site-based - single site,No,0,26,26,100.0,['Additional Federal Funding: Other']
397,Rapid Re-housing,"Jovenes, Inc.",LASC Rapid Re-Housing,Los Angeles,6,8,2,62118,Yes,Current,,,0,0,4,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,4,4,100.0,['Additional Federal Funding: Other']
398,Rapid Re-housing,"Jovenes, Inc.",LBCC Rapid Re-Housing,Long Beach,8,0,4,62088,Yes,Current,,,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,0,0,,['Additional Federal Funding: Other']
399,Emergency Shelter,"Jovenes, Inc.",Los Padrinos Emergency Shelter Women TAY,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,20,0,0,No,Yes,Site-based - single site,No,0,6,20,30.0,['Additional Federal Funding: Other']
400,Rapid Re-housing,"Jovenes, Inc.",Mt SAC Rapid Re-Housing,West Covina,3,0,1,64002,Yes,Current,,,0,0,2,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,3,2,150.0,['Additional Federal Funding: Other']
401,Other PH,"Jovenes, Inc.",My Home - Mi Casa,Los Angeles ,7,0,1,62118,No,Current,,,9,2,8,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,8,17,47.059,[]
402,Permonent Supportive Housing,"Jovenes, Inc.",PBV Cielito Lindo II,Los Angeles,4,14,1,62118,No,Current,,,7,2,13,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,13,20,65.0,[]
403,Permonent Supportive Housing,"Jovenes, Inc.",Progress Place Apartments,Los Angeles ,4,14,1,62118,No,Current,,,0,0,12,0,0,0,0,0,12,0,0,No,No,Site-based - single site,No,0,12,12,100.0,[]
404,Rapid Re-housing,"Jovenes, Inc.",TLS Youth SPA 4,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,13,0,0,0,0,0,13,0,0,No,Yes,Tenant-based - scattered site,No,0,13,13,100.0,['Additional Federal Funding: Other']
405,Rapid Re-housing,"Jovenes, Inc.",TLS Youth SPA 7,Norwalk,7,0,4,62490,Yes,Current,,,0,0,11,0,0,0,0,0,11,0,0,No,Yes,Tenant-based - scattered site,No,0,11,11,100.0,['Additional Federal Funding: Other']
406,Rapid Re-housing,"Jovenes, Inc.",YHDP TLS,Norwalk,7,0,4,62490,Yes,Current,,,0,0,6,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,Yes,0,6,6,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Yhdp']"
